County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Columbia,1992,1428,428,73,124,40,191,1000,50,225,276,449
Cortland,1992,1502,181,12,39,12,118,1321,9,409,373,530
Delaware,1992,1301,256,9,62,37,148,1045,8,279,296,462
Dutchess,1992,6862,1764,329,449,202,784,5098,213,1382,1741,1762
Erie,1992,26284,7889,1625,2762,292,3210,18395,2406,3052,7092,5845
Essex,1992,712,172,6,37,23,106,540,5,218,136,181
Franklin,1992,1254,237,16,48,37,136,1017,10,435,217,355
Fulton,1992,1259,243,10,69,18,146,1016,12,312,325,367
Genesee,1992,1369,287,39,62,40,146,1082,18,283,383,398
Greene,1992,1314,333,32,95,46,160,981,42,373,244,322
Hamilton,1992,97,26,0,5,1,20,71,0,39,21,11
Herkimer,1992,1053,213,10,72,31,100,840,4,295,239,302
Jefferson,1992,2866,690,44,184,105,357,2176,59,825,559,733
Kings,1992,61804,36130,9611,15670,9,10840,25674,5894,1697,10913,7170
Lewis,1992,389,83,5,23,9,46,306,2,122,77,105
Livingston,1992,1534,208,25,47,21,115,1326,31,398,401,496
Madison,1992,1592,266,25,63,18,160,1326,16,418,410,482
Monroe,1992,20365,5260,1005,1732,428,2095,15105,618,1794,6787,5906
Montgomery,1992,1294,225,63,30,36,96,1069,45,325,300,399
Nassau,1992,18496,6036,1336,1677,280,2743,12460,837,3765,4773,3085
New York,1992,97364,40726,14358,14167,99,12102,56638,10069,1447,28802,16320
Niagara,1992,5036,1151,144,397,77,533,3885,190,969,1338,1388
Oneida,1992,5315,1158,203,399,53,503,4157,106,1318,1210,1523
Onondaga,1992,13601,4162,844,1492,197,1629,9439,694,2001,3654,3090
Ontario,1992,2197,466,62,108,99,197,1731,29,392,612,698
Orange,1992,9464,2221,478,658,210,875,7243,666,1525,2328,2724
Orleans,1992,918,243,28,57,47,111,675,16,180,216,263
Oswego,1992,2589,602,51,152,49,350,1987,22,628,590,747
Otsego,1992,1516,258,13,68,22,155,1258,7,449,364,438
Putnam,1992,1836,404,77,79,24,224,1432,83,629,262,458
Queens,1992,36399,19494,4836,8689,27,5942,16905,3254,1475,5956,6220
Rensselaer,1992,3197,748,103,230,66,349,2449,67,709,838,835
Richmond,1992,6304,3049,459,1530,1,1059,3255,272,508,993,1482
Rockland,1992,3270,1080,284,289,112,395,2190,291,550,563,786
Saratoga,1992,4359,763,48,237,87,391,3596,54,1171,1034,1337
Schenectady,1992,3207,814,137,218,52,407,2393,119,614,752,908
Schoharie,1992,847,148,8,32,22,86,699,32,259,159,249
Schuyler,1992,556,125,6,26,20,73,431,2,135,106,188
Seneca,1992,895,163,6,38,32,87,732,13,207,180,332
Steuben,1992,1975,424,47,98,73,206,1551,44,471,491,545
St. Lawrence,1992,2762,488,45,130,78,235,2274,68,743,735,728
Suffolk,1992,20739,6364,1253,2162,146,2803,14375,1233,4458,3492,5192
Sullivan,1992,2653,782,136,250,57,339,1871,118,441,557,755
Tioga,1992,1049,248,18,43,35,152,801,12,236,180,373
Tompkins,1992,2082,408,22,128,30,228,1674,39,436,606,593
Ulster,1992,4757,1251,162,309,114,666,3506,194,1029,953,1330
Unknown-NonNYS,1992,118,113,30,31,1,51,5,0,1,2,2
Unknown NYC county,1992,31,23,2,11,0,10,8,0,0,3,5
Warren,1992,2228,377,7,123,22,225,1851,13,533,584,721
Washington,1992,1477,264,16,102,31,115,1213,15,375,315,508
Wayne,1992,2705,557,71,99,68,319,2148,66,373,613,1096
Westchester,1992,16925,5205,1247,1577,188,2193,11720,1743,2338,4437,3202
Wyoming,1992,820,213,19,50,40,104,607,13,217,162,215
Yates,1992,424,108,6,25,18,59,316,8,72,88,148
Albany,1991,9936,2742,603,825,140,1174,7194,589,1520,2289,2796
Allegany,1991,984,218,3,53,37,125,766,5,185,230,346
Bronx,1991,49141,32095,11740,11168,9,9178,17046,4767,952,4880,6447
Broome,1991,4926,1118,212,275,118,513,3808,176,601,1615,1416
Cattaraugus,1991,1771,342,17,98,64,163,1429,30,514,426,459
Cayuga,1991,1700,338,33,106,25,174,1362,20,311,541,490
Chautauqua,1991,3597,663,119,131,119,294,2934,66,866,912,1090
Chemung,1991,2452,524,59,139,73,253,1928,38,334,812,744
Chenango,1991,1154,154,2,27,24,101,1000,5,274,276,445
Clinton,1991,2075,385,20,121,45,199,1690,34,459,731,466
Columbia,1991,1785,460,62,156,33,209,1325,68,284,424,549
Cortland,1991,1514,186,11,50,4,121,1328,11,396,411,510
Delaware,1991,1335,226,10,47,22,147,1109,19,278,302,510
Dutchess,1991,7020,1782,341,468,225,748,5238,257,1402,1826,1753
Erie,1991,26716,7380,1077,2781,310,3212,19336,1965,3341,7453,6577
Essex,1991,703,185,9,40,15,121,518,5,247,138,128
Franklin,1991,1288,298,13,54,53,178,990,31,364,262,333
Fulton,1991,1245,235,9,59,34,133,1010,13,267,365,365
Genesee,1991,1284,257,35,57,46,119,1027,26,334,327,340
Greene,1991,1280,316,50,76,40,150,964,56,352,285,271
Hamilton,1991,127,23,3,2,5,13,104,3,58,27,16
Herkimer,1991,1181,228,3,78,38,109,953,9,325,239,380
Jefferson,1991,2849,629,43,138,105,343,2220,49,917,532,722
Kings,1991,63732,41006,10461,17502,4,13039,22726,6144,1512,7583,7487
Lewis,1991,427,104,6,22,13,63,323,0,136,71,116
Livingston,1991,1712,274,28,67,29,150,1438,28,438,422,550
Madison,1991,1577,204,20,32,10,142,1373,30,467,395,481
Monroe,1991,21582,5274,869,1730,382,2293,16308,576,1947,7158,6627
Montgomery,1991,1432,284,76,47,49,112,1148,41,331,367,409
Nassau,1991,19995,6500,1355,1871,365,2909,13495,874,4471,5070,3080
New York,1991,103550,43277,15050,15089,35,13103,60273,11452,1251,30838,16732
Niagara,1991,4952,1047,120,409,47,471,3905,141,1021,1349,1394
Oneida,1991,5978,1207,246,349,51,561,4771,87,1528,1548,1608
Onondaga,1991,13878,3942,568,1481,225,1668,9936,654,2182,3784,3316
Ontario,1991,2355,499,51,110,123,215,1856,35,465,606,750
Orange,1991,9270,2286,479,608,185,1014,6984,538,1490,2268,2688
Orleans,1991,1028,242,22,70,61,89,786,18,250,226,292
Oswego,1991,2417,549,25,145,37,342,1868,26,637,584,621
Otsego,1991,1421,245,10,62,22,151,1176,14,467,292,403
Putnam,1991,2099,472,132,93,18,229,1627,167,696,301,463
Queens,1991,37469,20835,5236,8930,16,6653,16634,3850,1373,5526,5885
Rensselaer,1991,3389,813,119,273,45,376,2576,57,825,865,829
Richmond,1991,6984,3351,541,1530,0,1280,3633,345,389,1151,1748
Rockland,1991,3513,1117,297,340,84,396,2396,260,576,650,910
Saratoga,1991,4392,717,76,180,83,378,3675,40,1224,1050,1361
Schenectady,1991,3741,838,163,233,57,385,2903,165,687,961,1090
Schoharie,1991,912,133,5,32,26,70,779,31,259,192,297
Schuyler,1991,434,102,11,25,15,51,332,1,79,95,157
Seneca,1991,905,175,15,29,24,107,730,12,185,210,323
Steuben,1991,2248,491,41,115,105,230,1757,23,526,563,645
St. Lawrence,1991,2716,454,25,106,70,253,2262,80,617,861,704
Suffolk,1991,21442,6424,1346,2103,93,2882,15018,1182,4746,4021,5069
Sullivan,1991,3007,797,136,269,53,339,2210,128,548,703,831
Tioga,1991,1080,257,15,54,42,146,823,9,242,186,386
Tompkins,1991,2360,430,41,120,34,235,1930,37,461,739,693
Ulster,1991,4613,1215,131,340,108,636,3398,154,905,1037,1302
Unknown-NonNYS,1991,191,183,42,51,2,88,8,1,0,0,7
Unknown NYC county,1991,13,7,1,2,0,4,6,0,0,3,3
Warren,1991,2173,391,18,124,28,221,1782,21,478,652,631
Washington,1991,1637,288,15,102,19,152,1349,17,445,329,558
Wayne,1991,2663,465,52,99,55,259,2198,53,509,610,1026
Westchester,1991,18493,5926,1698,1634,208,2386,12567,1743,2631,4754,3439
Wyoming,1991,910,197,8,56,32,101,713,7,234,205,267
Yates,1991,467,100,11,21,15,53,367,4,96,95,172
Albany,1990,9165,2339,370,754,158,1057,6826,255,1878,2247,2446
Allegany,1990,889,214,3,55,27,129,675,6,197,200,272
Bronx,1990,48082,31627,11441,10434,10,9742,16455,5117,957,4634,5747
Broome,1990,4657,1060,165,273,98,524,3597,210,546,1358,1483
Cattaraugus,1990,1735,325,19,77,77,152,1410,22,530,422,436
Cayuga,1990,1609,306,27,100,27,152,1303,18,281,535,469
Chautauqua,1990,3611,616,48,159,106,303,2995,70,905,962,1058
Chemung,1990,2408,467,45,111,55,256,1941,26,323,819,773
Chenango,1990,1214,197,8,33,40,116,1017,8,282,270,457
Clinton,1990,2103,463,24,113,50,276,1640,44,559,592,445
Columbia,1990,1750,478,67,134,54,223,1272,58,343,415,456
Cortland,1990,1511,183,17,47,5,114,1328,7,392,388,541
Delaware,1990,1388,243,13,52,35,143,1145,15,318,325,487
Dutchess,1990,7008,1757,296,465,215,781,5251,295,1474,1814,1668
Erie,1990,27398,7250,955,2852,314,3129,20148,1767,3813,7292,7276
Essex,1990,775,207,20,38,20,129,568,19,242,151,156
Franklin,1990,1401,293,26,81,49,137,1108,42,477,231,358
Fulton,1990,987,205,5,48,25,127,782,6,276,236,264
Genesee,1990,1328,266,32,47,48,139,1062,28,329,309,396
Greene,1990,1243,316,65,72,48,131,927,42,338,271,276
Hamilton,1990,118,18,1,0,5,12,100,1,58,16,25
Herkimer,1990,1199,261,23,73,28,137,938,21,308,259,350
Jefferson,1990,2921,585,43,127,119,296,2336,106,812,642,776
Kings,1990,69047,42929,11625,17647,37,13620,26118,9208,1343,7507,8060
Lewis,1990,391,102,1,28,14,59,289,2,128,63,96
Livingston,1990,1788,242,16,59,27,140,1546,30,473,456,587
Madison,1990,1581,237,17,57,17,146,1344,16,495,400,433
Monroe,1990,22521,5738,1112,1751,445,2430,16783,752,2023,7366,6642
Montgomery,1990,1434,311,84,35,55,137,1123,39,384,293,407
Nassau,1990,20304,6556,1434,1675,487,2960,13748,895,4927,4952,2974
New York,1990,104646,48850,18455,16447,30,13918,55796,14184,1356,24159,16097
Niagara,1990,4992,1103,140,400,68,495,3889,200,1022,1407,1260
Oneida,1990,5110,989,155,302,40,492,4121,95,1214,1327,1485
Onondaga,1990,13529,3966,592,1532,217,1625,9563,710,2203,3450,3200
Ontario,1990,2492,449,45,86,128,190,2043,37,581,659,766
Orange,1990,9518,2288,526,629,208,925,7230,664,1541,2459,2566
Orleans,1990,1019,237,23,58,46,110,782,17,285,197,283
Oswego,1990,2571,564,52,125,47,340,2007,31,696,647,633
Otsego,1990,1615,257,22,66,34,135,1358,28,610,333,387
Putnam,1990,2096,421,104,83,19,215,1675,140,629,395,511
Queens,1990,38183,21573,5759,8759,23,7032,16610,4235,1281,5388,5706
Rensselaer,1990,3528,773,89,246,62,376,2755,92,1013,762,888
Richmond,1990,6865,3174,561,1421,0,1192,3691,314,419,1251,1707
Rockland,1990,3827,1199,317,314,106,462,2628,261,626,724,1017
Saratoga,1990,4347,638,33,162,55,388,3709,58,1271,1075,1305
Schenectady,1990,3258,869,190,251,50,378,2389,132,554,868,835
Schoharie,1990,954,162,8,45,23,86,792,47,272,206,267
Schuyler,1990,490,98,5,14,22,57,392,7,116,87,182
Seneca,1990,1120,215,15,46,50,104,905,21,270,209,405
Steuben,1990,2069,389,17,98,106,168,1680,29,545,509,597
St. Lawrence,1990,3002,488,21,92,62,313,2514,96,738,815,865
Suffolk,1990,24551,6867,1643,2059,108,3057,17684,1727,6100,4135,5722
Sullivan,1990,3001,764,104,224,87,349,2237,124,583,695,835
Tioga,1990,1031,205,15,37,42,111,826,11,228,198,389
Tompkins,1990,2149,348,28,95,23,202,1801,49,427,724,601
Ulster,1990,4672,1153,150,282,153,568,3519,191,901,1149,1278
Unknown-NonNYS,1990,191,173,33,49,0,91,18,0,8,5,5
Unknown NYC county,1990,35,29,5,10,0,14,6,0,0,1,5
Warren,1990,2184,438,8,121,48,261,1746,16,479,606,645
Washington,1990,1587,264,14,72,36,142,1323,12,536,345,430
Wayne,1990,2680,392,34,80,48,230,2288,35,626,667,960
Westchester,1990,19614,6023,1729,1634,232,2428,13591,2064,2953,5229,3345
Wyoming,1990,912,208,18,50,33,107,704,10,240,171,283
Yates,1990,452,105,8,28,22,47,347,9,97,80,161
Albany,1989,8768,2377,573,715,149,940,6391,402,1817,2075,2097
Allegany,1989,910,202,28,61,21,92,708,10,240,186,272
Bronx,1989,50687,31733,11474,10651,28,9580,18954,7070,1231,4334,6319
Broome,1989,4455,933,165,246,95,427,3522,246,571,1378,1327
Cattaraugus,1989,1552,307,23,73,77,134,1245,38,487,334,386
Cayuga,1989,1664,348,35,76,18,219,1316,30,233,542,511
Chautauqua,1989,3253,553,61,143,100,249,2700,110,877,806,907
Chemung,1989,2295,424,45,103,42,234,1871,15,285,832,739
Chenango,1989,1141,143,4,34,30,75,998,13,289,257,439
Clinton,1989,1880,419,46,112,43,218,1461,105,510,489,357
Columbia,1989,1518,392,87,103,27,175,1126,74,327,292,433
Cortland,1989,1487,186,30,41,1,114,1301,19,365,338,579
Delaware,1989,1375,231,14,49,25,143,1144,11,336,326,471
Dutchess,1989,7313,1781,406,475,192,708,5532,421,1509,1978,1624
Erie,1989,24751,6415,882,2514,315,2704,18336,1476,3489,6519,6852
Essex,1989,688,153,8,34,20,91,535,12,238,144,141
Franklin,1989,1204,222,8,58,28,128,982,85,382,227,288
Fulton,1989,1000,183,13,47,7,116,817,0,267,289,261
Genesee,1989,1289,306,35,57,45,169,983,34,364,321,264
Greene,1989,1205,325,49,96,31,149,880,22,321,245,292
Hamilton,1989,113,19,3,5,3,8,94,4,46,17,27
Herkimer,1989,1122,267,51,63,38,115,855,41,281,256,277
Jefferson,1989,2565,531,55,134,74,268,2034,91,610,594,739
Kings,1989,78523,47204,12638,19251,14,15301,31319,12615,1582,7182,9940
Lewis,1989,385,69,0,11,10,48,316,6,128,64,118
Livingston,1989,1505,169,11,38,17,103,1336,30,373,368,565
Madison,1989,1431,233,36,60,24,113,1198,16,393,360,429
Monroe,1989,22029,5521,1135,1587,369,2430,16508,1012,1797,7149,6550
Montgomery,1989,1360,308,79,51,59,119,1052,51,391,317,293
Nassau,1989,20058,6543,1779,1633,393,2738,13515,1207,4345,4756,3207
New York,1989,105948,48595,18435,15929,33,14198,57353,19960,1148,17878,18367
Niagara,1989,4581,1042,163,388,43,448,3539,236,938,1275,1090
Oneida,1989,4540,951,132,355,39,425,3589,112,1116,1122,1239
Onondaga,1989,12244,3722,578,1451,167,1526,8522,686,1917,3022,2897
Ontario,1989,2354,382,38,100,96,148,1972,48,648,615,661
Orange,1989,9641,2393,713,536,214,930,7248,905,1439,2335,2569
Orleans,1989,781,187,19,41,44,83,594,4,205,148,237
Oswego,1989,2363,432,34,105,35,258,1931,34,677,618,602
Otsego,1989,1596,260,19,67,32,142,1336,14,487,401,434
Putnam,1989,1828,404,114,91,11,188,1424,180,529,287,428
Queens,1989,40802,22416,5827,8560,31,7998,18386,5119,1400,5859,6008
Rensselaer,1989,3223,671,108,198,41,324,2552,98,933,702,819
Richmond,1989,6888,3042,594,1311,0,1137,3846,491,483,1182,1690
Rockland,1989,3664,1085,318,278,103,386,2579,407,613,733,826
Saratoga,1989,4480,694,86,147,55,406,3786,74,1359,1012,1341
Schenectady,1989,3122,772,225,175,68,304,2350,164,514,820,852
Schoharie,1989,847,147,3,41,22,81,700,18,304,179,199
Schuyler,1989,479,93,4,12,18,59,386,0,121,105,160
Seneca,1989,1094,208,21,63,42,82,886,14,273,257,342
Steuben,1989,1897,425,34,87,81,223,1472,64,431,410,567
St. Lawrence,1989,2464,396,25,96,49,226,2068,70,579,683,736
Suffolk,1989,26722,7700,2360,2258,103,2979,19022,2606,6265,4580,5571
Sullivan,1989,3162,866,180,262,92,332,2296,151,649,756,740
Tioga,1989,975,198,15,50,29,104,777,27,254,177,319
Tompkins,1989,2047,382,36,93,31,222,1665,39,463,653,510
Ulster,1989,4321,1054,148,276,113,517,3267,215,813,1059,1180
Unknown-NonNYS,1989,269,240,47,75,1,117,29,6,1,8,14
Unknown NYC county,1989,115,72,15,21,0,36,43,4,2,12,25
Warren,1989,2207,409,24,122,27,236,1798,36,589,573,600
Washington,1989,1459,294,28,87,34,145,1165,19,506,272,368
Wayne,1989,2675,443,86,79,44,234,2232,74,604,585,969
Westchester,1989,20360,6137,2121,1420,169,2427,14223,2565,2912,5436,3310
Wyoming,1989,792,159,8,31,35,85,633,9,210,154,260
Yates,1989,300,77,8,14,13,42,223,6,52,48,117
Albany,1988,7749,1975,332,686,138,819,5774,413,1647,1839,1875
Allegany,1988,795,167,1,44,24,98,628,4,203,179,242
Bronx,1988,49416,30025,10924,10054,13,9034,19391,7218,1093,4527,6553
Broome,1988,4277,925,131,235,109,450,3352,133,607,1359,1253
Cattaraugus,1988,1538,261,12,59,67,123,1277,22,539,369,347
Cayuga,1988,1552,372,46,105,12,209,1180,23,176,471,510
Chautauqua,1988,2905,457,40,119,100,198,2448,52,804,816,776
Chemung,1988,2026,417,23,108,48,238,1609,21,273,756,559
Chenango,1988,1082,155,2,47,34,72,927,11,327,251,338
Clinton,1988,1731,316,30,83,31,172,1415,130,552,446,287
Columbia,1988,1364,343,66,101,17,159,1021,57,258,341,365
Cortland,1988,1421,188,17,66,5,100,1233,13,359,358,503
Delaware,1988,1178,198,15,41,19,123,980,20,289,296,375
Dutchess,1988,6526,1596,209,456,159,772,4930,431,1343,1691,1465
Erie,1988,22972,5659,558,2176,312,2613,17313,1333,3468,6208,6304
Essex,1988,685,157,10,46,17,84,528,19,257,128,124
Franklin,1988,1039,197,10,48,33,106,842,47,348,166,281
Fulton,1988,855,165,12,35,11,107,690,6,245,219,220
Genesee,1988,1108,217,15,30,46,126,891,23,342,282,244
Greene,1988,1065,271,28,69,21,153,794,49,309,196,240
Hamilton,1988,93,9,0,4,3,2,84,2,43,17,22
Herkimer,1988,1012,212,19,51,36,106,800,14,299,233,254
Jefferson,1988,2090,469,32,108,61,268,1621,66,597,454,504
Kings,1988,74036,42955,9694,18770,20,14471,31081,9663,1553,8573,11292
Lewis,1988,357,86,1,16,17,52,271,5,109,62,95
Livingston,1988,1396,180,9,59,17,95,1216,13,325,391,487
Madison,1988,1282,188,8,40,9,131,1094,11,326,342,415
Monroe,1988,18275,4248,606,1448,391,1803,14027,675,1995,5860,5497
Montgomery,1988,1212,256,52,48,48,108,956,51,400,258,247
Nassau,1988,19982,6224,1409,1700,337,2778,13758,1421,4044,5003,3290
New York,1988,111318,45216,15721,15158,39,14298,66102,23107,1199,20024,21772
Niagara,1988,4109,939,74,324,47,494,3170,133,902,1107,1028
Oneida,1988,3844,896,154,295,24,423,2948,60,945,1048,895
Onondaga,1988,11262,3606,579,1372,154,1501,7656,549,1660,2912,2535
Ontario,1988,2395,433,56,71,149,157,1962,47,663,597,655
Orange,1988,9282,2170,578,564,169,859,7112,1070,1440,2207,2395
Orleans,1988,683,158,11,44,36,67,525,11,162,149,203
Oswego,1988,2183,435,14,124,27,270,1748,23,636,568,521
Otsego,1988,1544,203,12,49,30,112,1341,27,493,445,376
Putnam,1988,1596,340,74,75,13,178,1256,117,526,266,347
Queens,1988,41229,22782,6526,8118,25,8113,18447,4650,1577,5902,6318
Rensselaer,1988,2897,624,130,175,20,299,2273,95,916,612,650
Richmond,1988,6975,3049,584,1279,1,1185,3926,520,514,1270,1622
Rockland,1988,3649,1006,238,226,121,421,2643,419,579,839,806
Saratoga,1988,4002,699,82,163,50,404,3303,123,1193,871,1116
Schenectady,1988,2971,734,157,162,77,338,2237,88,609,762,778
Schoharie,1988,713,130,12,37,8,73,583,25,184,207,167
Schuyler,1988,419,95,1,25,10,59,324,3,89,79,153
Seneca,1988,934,174,9,32,43,90,760,17,223,220,300
Steuben,1988,1606,308,12,90,55,151,1298,21,416,431,430
St. Lawrence,1988,2620,348,21,59,84,184,2272,88,739,642,803
Suffolk,1988,26249,6420,1293,2043,111,2973,19829,2853,7837,4519,4620
Sullivan,1988,3028,875,161,288,82,344,2153,268,587,705,593
Tioga,1988,1003,201,9,40,65,87,802,18,309,159,316
Tompkins,1988,1992,373,42,99,26,206,1619,48,430,620,521
Ulster,1988,4177,979,98,296,120,465,3198,215,842,1001,1140
Unknown-NonNYS,1988,211,195,26,66,1,102,16,0,3,5,8
Unknown NYC county,1988,101,55,7,18,0,30,46,4,5,11,26
Warren,1988,2050,399,21,126,29,223,1651,34,565,518,534
Washington,1988,1181,194,1,51,36,106,987,11,448,224,304
Wayne,1988,2586,365,36,91,29,209,2221,51,621,642,907
Westchester,1988,19013,5249,1235,1505,181,2328,13764,2816,2642,5268,3038
Wyoming,1988,785,129,8,30,25,66,656,10,236,167,243
Yates,1988,364,91,1,28,10,52,273,3,58,67,145
Albany,1987,6952,1842,224,686,118,814,5110,300,1649,1637,1524
Allegany,1987,666,123,4,34,22,63,543,10,169,173,191
Bronx,1987,47366,27639,10175,9251,9,8204,19727,5786,1308,5421,7212
Broome,1987,3713,743,71,225,83,364,2970,188,472,1153,1157
Cattaraugus,1987,1472,305,49,57,66,133,1167,13,507,340,307
Cayuga,1987,1433,316,19,90,26,181,1117,26,268,444,379
Chautauqua,1987,2640,471,11,118,100,242,2169,34,656,836,643
Chemung,1987,1848,346,13,111,50,172,1502,9,281,723,489
Chenango,1987,1054,141,8,27,22,84,913,6,342,265,300
Clinton,1987,1624,372,41,84,30,217,1252,99,417,465,271
Columbia,1987,1304,289,19,100,16,154,1015,26,272,327,390
Cortland,1987,1432,175,19,50,1,105,1257,14,308,437,498
Delaware,1987,1073,186,11,38,25,112,887,14,278,275,320
Dutchess,1987,5962,1426,151,404,139,732,4536,269,1465,1582,1220
Erie,1987,23387,5929,505,2208,328,2888,17458,1534,3284,6613,6027
Essex,1987,639,138,4,33,17,84,501,15,251,120,115
Franklin,1987,1038,186,13,49,18,106,852,50,330,204,268
Fulton,1987,890,184,27,39,9,109,706,11,225,268,202
Genesee,1987,1060,176,5,47,56,68,884,8,334,296,246
Greene,1987,995,213,6,63,31,113,782,40,285,238,219
Hamilton,1987,86,13,3,3,3,4,73,10,29,15,19
Herkimer,1987,965,220,24,63,21,112,745,29,290,193,233
Jefferson,1987,1603,403,25,96,57,225,1200,44,391,371,394
Kings,1987,70549,39314,8666,17734,31,12883,31235,8907,1652,9895,10781
Lewis,1987,267,50,1,15,11,23,217,4,77,53,83
Livingston,1987,1380,175,12,42,18,103,1205,25,420,308,452
Madison,1987,1201,212,16,54,10,132,989,12,338,331,308
Monroe,1987,16806,3676,352,1310,427,1587,13130,375,2054,5678,5023
Montgomery,1987,1039,195,36,51,32,76,844,35,374,233,202
Nassau,1987,18293,5304,912,1587,301,2504,12989,1208,3622,4973,3186
New York,1987,112739,40994,12000,14574,15,14405,71745,24165,918,23737,22925
Niagara,1987,4315,980,129,348,39,464,3335,86,1018,1238,993
Oneida,1987,3600,797,105,285,33,374,2803,66,825,1044,868
Onondaga,1987,9616,3057,276,1305,139,1337,6559,277,1392,2674,2216
Ontario,1987,2278,400,27,93,125,155,1878,35,677,557,609
Orange,1987,7879,2034,357,599,179,899,5845,542,1476,1990,1837
Orleans,1987,746,148,11,55,24,58,598,11,142,186,259
Oswego,1987,1859,343,24,87,13,219,1516,24,476,577,439
Otsego,1987,1420,206,7,57,27,115,1214,14,433,443,324
Putnam,1987,1727,265,59,68,9,129,1462,161,647,301,353
Queens,1987,36290,19761,4680,7885,15,7181,16529,3666,1405,5557,5901
Rensselaer,1987,2572,533,58,197,15,263,2039,64,770,575,630
Richmond,1987,6916,2701,537,1192,0,972,4215,558,561,1339,1757
Rockland,1987,3224,813,132,232,88,361,2411,264,619,783,745
Saratoga,1987,3540,577,49,153,38,337,2963,74,1120,816,953
Schenectady,1987,2708,664,81,180,66,337,2044,72,535,707,730
Schoharie,1987,728,110,6,25,6,73,618,18,207,221,172
Schuyler,1987,355,52,0,16,15,21,303,13,88,70,132
Seneca,1987,771,151,11,31,28,81,620,26,185,166,243
Steuben,1987,1528,348,16,83,55,194,1180,28,403,349,400
St. Lawrence,1987,2390,376,22,80,64,210,2014,65,633,645,671
Suffolk,1987,23438,5406,867,1844,94,2601,18032,1955,8483,3786,3808
Sullivan,1987,2608,713,82,232,78,321,1895,111,555,664,565
Tioga,1987,834,168,13,39,42,74,666,8,240,152,266
Tompkins,1987,1950,399,33,123,13,230,1551,22,416,697,416
Ulster,1987,3775,873,86,258,108,421,2902,161,830,922,989
Unknown-NonNYS,1987,256,233,28,59,4,142,23,2,5,6,10
Unknown NYC county,1987,110,71,12,28,0,31,39,4,1,8,26
Warren,1987,2006,298,25,79,11,183,1708,32,796,473,407
Washington,1987,1311,261,6,70,44,141,1050,11,508,216,315
Wayne,1987,2443,361,27,93,26,215,2082,52,603,565,862
Westchester,1987,17039,4685,1276,1316,162,1931,12354,2458,2456,4764,2676
Wyoming,1987,639,130,0,26,17,87,509,17,214,120,158
Yates,1987,277,66,1,21,9,35,211,0,52,65,94
Albany,1986,6660,2026,174,721,144,987,4634,247,1479,1398,1510
Allegany,1986,636,169,7,34,7,121,467,2,170,126,169
Bronx,1986,43334,24888,6633,9692,11,8552,18446,4463,1216,5267,7500
Broome,1986,3888,837,87,241,74,435,3051,88,594,1306,1063
Cattaraugus,1986,1506,292,13,62,66,151,1214,29,519,345,321
Cayuga,1986,1252,299,18,68,24,189,953,18,256,369,310
Chautauqua,1986,2587,494,7,123,82,282,2093,22,733,706,632
Chemung,1986,1730,388,10,117,52,209,1342,7,265,656,414
Chenango,1986,983,140,6,28,23,83,843,17,345,221,260
Clinton,1986,1576,409,22,102,36,249,1167,67,389,400,311
Columbia,1986,1228,284,29,86,16,153,944,27,256,296,365
Cortland,1986,1361,245,5,85,2,153,1116,12,310,357,437
Delaware,1986,949,199,5,39,12,143,750,16,210,258,266
Dutchess,1986,5119,1386,120,408,128,730,3733,201,1212,1137,1183
Erie,1986,21802,5518,387,2153,322,2656,16284,1211,3555,5991,5527
Essex,1986,828,210,3,33,22,152,618,18,266,178,156
Franklin,1986,1030,152,13,40,18,81,878,33,358,239,248
Fulton,1986,766,146,14,33,9,90,620,14,184,204,218
Genesee,1986,1141,230,14,63,38,115,911,14,375,237,285
Greene,1986,905,232,47,51,28,106,673,66,206,179,222
Hamilton,1986,86,16,1,3,0,12,70,7,22,21,20
Herkimer,1986,947,247,10,59,34,144,700,4,278,192,226
Jefferson,1986,1368,416,23,103,37,253,952,36,323,269,324
Kings,1986,65494,37045,6720,17663,4,12658,28449,7160,1606,9592,10091
Lewis,1986,219,66,4,7,16,39,153,3,74,24,52
Livingston,1986,1499,221,20,48,19,134,1278,22,405,358,493
Madison,1986,1233,246,9,76,19,142,987,14,340,309,324
Monroe,1986,16079,3908,336,1380,359,1833,12171,315,2157,4940,4759
Montgomery,1986,1146,200,24,38,49,89,946,53,463,199,231
Nassau,1986,17297,5330,710,1597,336,2687,11967,1309,3778,3885,2995
New York,1986,113784,41809,11763,14233,17,15796,71975,23998,1157,22247,24573
Niagara,1986,4356,1013,107,358,33,515,3343,89,1086,1091,1077
Oneida,1986,3556,847,92,258,44,453,2709,67,820,953,869
Onondaga,1986,8492,2746,241,1053,76,1376,5746,160,1427,2235,1924
Ontario,1986,2111,364,9,95,102,158,1747,33,626,517,571
Orange,1986,6997,1800,159,578,191,872,5197,340,1335,1606,1916
Orleans,1986,637,175,11,62,13,89,462,7,136,124,195
Oswego,1986,2067,411,36,112,19,244,1656,49,587,540,480
Otsego,1986,1288,211,18,32,32,129,1077,12,407,357,301
Putnam,1986,1610,335,70,89,7,169,1275,154,522,290,309
Queens,1986,32174,17931,4166,7229,19,6517,14243,3015,1425,4332,5471
